perc,TupleID,FalsePositive,modifiedtupleamt,cost,label
0.4,884.0,0.0,124.0,0.0,cost1
0.4,884.0,0.0,124.0,10.6093359,cost2
0.4,884.0,0.0,124.0,63398.3945,cost3
0.4,522.0,1.0,921.0,1.0,cost1
0.4,522.0,1.0,921.0,805.359314,cost2
0.4,522.0,1.0,921.0,23968394.0,cost3
0.4,848.0,1.0,906.0,1.0,cost1
0.4,848.0,1.0,906.0,592.359314,cost2
0.4,848.0,1.0,906.0,11735908.0,cost3
0.4,467.0,1.0,1035.0,1.0,cost1
0.4,467.0,1.0,1035.0,850.359314,cost2
0.4,467.0,1.0,1035.0,22052050.0,cost3
0.2,153.0,0.0,33.0,0.0,cost1
0.2,153.0,0.0,33.0,2.37017965,cost2
0.2,153.0,0.0,33.0,11889.5742,cost3
0.2,39.0,0.0,227.0,0.0,cost1
0.2,39.0,0.0,227.0,175.645462,cost2
0.2,39.0,0.0,227.0,4088130.25,cost3
0.2,69.0,0.0,227.0,0.0,cost1
0.2,69.0,0.0,227.0,175.645462,cost2
0.2,69.0,0.0,227.0,4088130.25,cost3
0.2,215.0,0.0,119.0,0.0,cost1
0.2,215.0,0.0,119.0,10.4949293,cost2
0.2,215.0,0.0,119.0,53748.4766,cost3
0.2,245.0,0.0,113.0,0.0,cost1
0.2,245.0,0.0,113.0,9.78211021,cost2
0.2,245.0,0.0,113.0,49873.1602,cost3
0.2,474.0,0.0,15.0,0.0,cost1
0.2,474.0,0.0,15.0,3.39545465,cost2
0.2,474.0,0.0,15.0,35926.207,cost3
0.2,133.0,0.0,15.0,0.0,cost1
0.2,133.0,0.0,15.0,3.39545465,cost2
0.2,133.0,0.0,15.0,35926.207,cost3
0.2,164.0,0.0,126.0,0.0,cost1
0.2,164.0,0.0,126.0,11.5481262,cost2
0.2,164.0,0.0,126.0,60427.9766,cost3
0.2,678.0,0.0,202.0,0.0,cost1
0.2,678.0,0.0,202.0,28.3940315,cost2
0.2,678.0,0.0,202.0,222512.781,cost3
0.2,568.0,0.0,86.0,0.0,cost1
0.2,568.0,0.0,86.0,6.83593607,cost2
0.2,568.0,0.0,86.0,30799.0039,cost3
0.2,505.0,0.0,122.0,0.0,cost1
0.2,505.0,0.0,122.0,10.8987751,cost2
0.2,505.0,0.0,122.0,56822.6289,cost3
0.2,874.0,0.0,185.0,0.0,cost1
0.2,874.0,0.0,185.0,22.7976036,cost2
0.2,874.0,0.0,185.0,157786.688,cost3
0.2,221.0,0.0,15.0,0.0,cost1
0.2,221.0,0.0,15.0,3.39545465,cost2
0.2,221.0,0.0,15.0,35926.207,cost3
0.2,113.0,0.0,158.0,0.0,cost1
0.2,113.0,0.0,158.0,17.0858383,cost2
0.2,113.0,0.0,158.0,97888.0156,cost3
0.2,730.0,0.0,11.0,0.0,cost1
0.2,730.0,0.0,11.0,0.72216928,cost2
0.2,730.0,0.0,11.0,2883.35156,cost3
0.2,826.0,0.0,78.0,0.0,cost1
0.2,826.0,0.0,78.0,6.05272341,cost2
0.2,826.0,0.0,78.0,28051.0059,cost3
0.2,522.0,1.0,1266.0,1.0,cost1
0.2,522.0,1.0,1266.0,1353.64404,cost2
0.2,522.0,1.0,1266.0,40077220.0,cost3
0.2,848.0,1.0,1246.0,1.0,cost1
0.2,848.0,1.0,1246.0,998.644043,cost2
0.2,848.0,1.0,1246.0,19689740.0,cost3
0.2,467.0,1.0,1418.0,1.0,cost1
0.2,467.0,1.0,1418.0,1428.64404,cost2
0.2,467.0,1.0,1418.0,36883312.0,cost3
