id,solver,cardinality,logsize,dbsize,badcomplaints,remaincomplaints,fixedrate,noiserate,preptime,solvetime,finishtime,totaltime
1178,dt,1,20,1000,1,0,1,0,1805000,847000,171000,2823000
1190,dt,1,20,1000,3,0,1,0,1731000,826000,176000,2733000
1201,dt,1,20,5000,229,0,1,0,5639000,2525000,174000,8338000
1212,dt,1,20,5000,8,0,1,0,5463000,2601000,166000,8230000
1223,dt,1,20,5000,790,0,1,0,5204000,2558000,280000,8042000
1234,dt,1,20,10000,3270,0,1,0,9593000,5356000,172000,15121000
1245,dt,1,20,10000,417,0,1,0,59935000,164061000,189000,224185000
1256,dt,1,20,10000,936,0,1,0,11044000,6410000,137000,17591000
1267,dt,5,5,100,2,2,0,0,2745000,1312000,205000,4262000
1278,dt,5,5,100,2,2,0,0,3168000,34669000,254000,38091000
1289,dt,5,5,100,4,4,0,0,1979000,615000,179000,2773000
1300,dt,5,5,500,26,26,0,0,76270000,647000,105000,77022000
1311,dt,5,5,500,12,12,0,0,7519000,1794000,248000,9561000
1322,dt,5,5,1000,1,1,0,0,4966000,1092000,84000,6142000
1333,dt,5,5,1000,1,1,0,0,4395000,1131000,85000,5611000
1344,dt,5,5,1000,12,12,0,0,33000,7000,9000,49000
1355,dt,5,5,5000,1,1,0,0,67676000,13042000,368000,81086000
1366,dt,5,5,5000,101,101,0,0,45824000,13597000,199000,59620000
1377,dt,5,5,5000,1,1,0,0,45362000,8557000,199000,54118000
1388,dt,5,5,10000,17,17,0,0,131696000,25553000,282000,157531000
1399,dt,5,5,10000,1,1,0,0,88557000,17425000,206000,106188000
1410,dt,5,20,100,2,2,0,0,2605000,809000,204000,3618000
1421,dt,5,20,100,1,1,0,0,10513000,3490000,1149000,15152000
1432,dt,5,20,100,1,1,0,0,1935000,506000,141000,2582000
1443,dt,5,20,500,1,1,0,0,5007000,1389000,177000,6573000
1454,dt,5,20,500,2,2,0,0,20475000,5120000,656000,26251000
1465,dt,5,20,500,1,1,0,0,37694000,9248000,1234000,48176000
1476,dt,5,20,1000,1,1,0,0,51811000,32422000,995000,85228000
1487,dt,5,20,1000,27,27,0,0,61726000,34874000,1136000,97736000
1498,dt,5,20,1000,1,1,0,0,28171000,6239000,564000,34974000
1509,dt,5,20,5000,16,16,0,0,208702000,40246000,803000,249751000
1520,dt,5,20,5000,1,1,0,0,454336000,78628000,1312000,534276000
1531,dt,5,20,10000,2,2,0,0,179195000,35086000,291000,214572000
1543,dt,5,20,10000,1,1,0,0,130255000,38451000,363000,169069000
1554,dt,5,20,10000,1000,0,1,0,60821000,29611000,188000,90620000
1566,dt,2,5,1000,1,1,0,0,4743000,1971000,253000,6967000
1577,dt,2,5,1000,1,1,0,0,10000,11000,2000,23000
1588,dt,2,5,1000,5,5,0,0,47000,13000,6000,66000
1599,dt,3,5,1000,80,80,0,0,172000,9000,3000,184000
1610,dt,3,5,1000,130,0,1,0,3105000,21388000,133000,24626000
1621,dt,4,5,1000,2,2,0,0,8103000,16521000,160000,24784000
1632,dt,4,5,1000,95,0,1,0,3736000,1949000,142000,5827000
1643,dt,4,5,1000,13,13,0,0,43000,15000,6000,64000
1654,dt,2,20,1000,143,0,1,0,2108000,2076000,125000,4309000
1665,dt,2,20,1000,1,1,0,0,13342000,3843000,485000,17670000
1676,dt,2,20,1000,76,0,1,0,2089000,968000,114000,3171000
1687,dt,3,20,1000,37,37,0,0,2894000,1469000,282000,4645000
1698,dt,3,20,1000,30,0,1,0,2410000,1313000,128000,3851000
1709,dt,3,20,1000,36,0,1,0,2959000,1335000,118000,4412000
1720,dt,4,20,1000,1,1,0,0,7544000,13122000,166000,20832000
1731,dt,4,20,1000,11,11,0,0,19651000,8176000,497000,28324000
1742,dt,1,1,1000,155,155,0,0,2591000,83000,4000,2678000
1753,dt,1,1,1000,678,678,0,0,2402000,100000,4000,2506000
1764,dt,1,1,1000,149,0,1,0,1379000,768000,100000,2247000
1775,dt,1,10,1000,44,0,1,0,1436000,883000,98000,2417000
1786,dt,1,10,1000,63,0,1,0,1483000,785000,97000,2365000
1797,dt,1,10,1000,162,0,1,0,1420000,806000,98000,2324000
1808,dt,1,15,1000,395,0,1,0,1388000,578000,112000,2078000
1819,dt,1,15,1000,2,0,1,0,1761000,1315000,112000,3188000
1830,dt,5,1,1000,1,1,0,0,4809000,1116000,78000,6003000
1841,dt,5,1,1000,78,78,0,0,9000,9000,3000,21000
1852,dt,5,1,1000,1,1,0,0,9000,9000,3000,21000
1863,dt,5,10,1000,62,0,1,0,4472000,2295000,134000,6901000
1874,dt,5,10,1000,1,1,0,0,9000,9000,3000,21000
1885,dt,5,10,1000,1,1,0,0,14313000,17808000,251000,32372000
1896,dt,5,15,1000,102,102,0,0,23578000,11979000,473000,36030000
1907,dt,5,15,1000,17,17,0,0,14269000,9647000,238000,24154000
1918,dt,5,15,1000,11,11,0,0,4841000,1039000,113000,5993000
962,dt,1,5,100,28,0,1,0,1074000,1548000,474000,3096000
973,dt,1,5,100,2,0,1,0,966000,675000,328000,1969000
984,dt,1,5,100,62,0,1,0,778000,676000,258000,1712000
994,dt,1,5,500,152,0,1,0,1514000,1291000,340000,3145000
1004,dt,1,5,500,90,0,1,0,1131000,1184000,238000,2553000
1014,dt,1,5,500,257,0,1,0,873000,1080000,294000,2247000
1024,dt,1,5,1000,192,0,1,0,249772000,1458000,246000,251476000
1034,dt,1,5,1000,671,671,0,0,9057000,14396000,654000,24107000
1048,dt,1,5,1000,8,0,1,0,1820000,1218000,301000,3339000
1062,dt,1,5,5000,853,0,1,0,4972000,2368000,347000,7687000
1076,dt,1,5,5000,851,0,1,0,4987000,2578000,203000,7768000
1090,dt,1,5,10000,5284,0,1,0,11107000,7268000,208000,18583000
1104,dt,1,5,10000,990,0,1,0,11578000,4766000,223000,16567000
1117,dt,1,20,100,5,0,1,0,771000,448000,313000,1532000
1130,dt,1,20,100,7,0,1,0,727000,460000,250000,1437000
1143,dt,1,20,500,19,0,1,0,1104000,578000,214000,1896000
1155,dt,1,20,500,48,48,0,0,5459000,2632000,955000,9046000
1167,dt,1,20,500,6,0,1,0,1109000,567000,242000,1918000
1179,dt,1,20,1000,3,0,1,0,1739000,812000,173000,2724000
1191,dt,1,20,1000,237,0,1,0,1576000,669000,140000,2385000
1202,dt,1,20,5000,1338,0,1,0,4896000,2670000,165000,7731000
1213,dt,1,20,5000,303,0,1,0,5348000,3436000,195000,8979000
1224,dt,1,20,5000,2585,0,1,0,5902000,2402000,138000,8442000
1235,dt,1,20,10000,5,5,0,0,11478000,6772000,157000,18407000
1246,dt,1,20,10000,356,0,1,0,25126000,14118000,172000,39416000
1257,dt,1,20,10000,3522,0,1,0,12371000,4454000,147000,16972000
1268,dt,5,5,100,1,1,0,0,1776000,568000,134000,2478000
1279,dt,5,5,100,3,3,0,0,1070000,275000,86000,1431000
1290,dt,5,5,500,1,1,0,0,5300000,1255000,166000,6721000
1301,dt,5,5,500,1,1,0,0,7774000,1843000,256000,9873000
1312,dt,5,5,500,1,1,0,0,4910000,1285000,180000,6375000
1323,dt,5,5,1000,47,47,0,0,4816000,991000,97000,5904000
1334,dt,5,5,1000,3,3,0,0,4725000,6965000,113000,11803000
1345,dt,5,5,1000,16,16,0,0,9468000,10769000,177000,20414000
1356,dt,5,5,5000,1,1,0,0,17000,15000,9000,41000
1367,dt,5,5,5000,2,2,0,0,23144000,99638000,102000,122884000
1378,dt,5,5,5000,3,3,0,0,112030000,21693000,469000,134192000
1389,dt,5,5,10000,1,1,0,0,136122000,26572000,308000,163002000
1400,dt,5,5,10000,708,708,0,0,134472000,26681000,291000,161444000
1411,dt,5,20,100,1,1,0,0,10908000,3764000,195347000,210019000
1422,dt,5,20,100,4,4,0,0,9229000,3283000,973000,13485000
1433,dt,5,20,100,2,2,0,0,13619000,19804000,1284000,34707000
1444,dt,5,20,500,7,7,0,0,7360000,1955000,283000,9598000
1455,dt,5,20,500,36,36,0,0,78000,9000,9000,96000
1466,dt,5,20,500,2,2,0,0,25098000,6339000,875000,32312000
1477,dt,5,20,1000,2,2,0,0,4657000,1095000,82000,5834000
1488,dt,5,20,1000,1,1,0,0,4759000,2331000,106000,7196000
1499,dt,5,20,1000,2,2,0,0,28151000,24920000,500000,53571000
1510,dt,5,20,5000,761,761,0,0,115903000,24580000,531000,141014000
1521,dt,5,20,5000,2,2,0,0,45800000,8661000,181000,54642000
1532,dt,5,20,10000,1253,1253,0,0,884071000,279621000,1450000,1165142000
1544,dt,5,20,10000,6,6,0,0,179333000,35212000,395000,214940000
1555,dt,5,20,10000,3,3,0,0,1425184000,134598000,1029000,1560811000
1567,dt,2,5,1000,442,442,0,0,6323000,2668000,276000,9267000
1578,dt,2,5,1000,47,0,1,0,2185000,1067000,122000,3374000
1589,dt,2,5,1000,480,480,0,0,2687000,862000,122000,3671000
1600,dt,3,5,1000,76,76,0,0,2802000,729000,85000,3616000
1611,dt,3,5,1000,3,3,0,0,28000,4000,3000,35000
1622,dt,4,5,1000,28,28,0,0,7690000,1880000,185000,9755000
1633,dt,4,5,1000,13,13,0,0,4210000,960000,87000,5257000
1644,dt,4,5,1000,2,2,0,0,7821000,16974000,169000,24964000
1655,dt,2,20,1000,113,113,0,0,4458000,1929000,212000,6599000
1666,dt,2,20,1000,2,2,0,0,7075000,1870000,264000,9209000
1677,dt,2,20,1000,444,444,0,0,5223000,1925000,201000,7349000
1688,dt,3,20,1000,5,5,0,0,2740000,1091000,144000,3975000
1699,dt,3,20,1000,133,133,0,0,7817000,1494000,131000,9442000
1710,dt,4,20,1000,2,2,0,0,15739000,3663000,367000,19769000
1721,dt,4,20,1000,1,1,0,0,39239000,43678000,803000,83720000
1732,dt,4,20,1000,34,0,1,0,3873000,1876000,127000,5876000
1743,dt,1,1,1000,1,0,1,0,2022000,788000,125000,2935000
1754,dt,1,1,1000,351,0,1,0,1350000,1022000,101000,2473000
1765,dt,1,1,1000,31,0,1,0,1418000,806000,96000,2320000
1776,dt,1,10,1000,332,0,1,0,1422000,620000,97000,2139000
1787,dt,1,10,1000,219,219,0,0,5266000,1149000,173000,6588000
1798,dt,1,10,1000,158,0,1,0,1427000,600000,100000,2127000
1809,dt,1,15,1000,46,0,1,0,1530000,598000,116000,2244000
1820,dt,1,15,1000,676,676,0,0,5172000,1359000,202000,6733000
1831,dt,5,1,1000,1,1,0,0,10000,10000,3000,23000
1842,dt,5,1,1000,2,2,0,0,4912000,1071000,79000,6062000
1853,dt,5,1,1000,24,24,0,0,55000,4000,2000,61000
1864,dt,5,10,1000,3,3,0,0,33801000,26392000,638000,60831000
1875,dt,5,10,1000,1,1,0,0,46747000,34961000,834000,82542000
1886,dt,5,10,1000,9,9,0,0,37494000,20692000,384000,58570000
1897,dt,5,15,1000,9,9,0,0,57556000,43538000,917000,102011000
1908,dt,5,15,1000,21,21,0,0,42667000,31321000,716000,74704000
1919,dt,5,15,1000,3,3,0,0,23815000,24458000,388000,48661000
963,dt,1,5,100,16,0,1,0,2126000,936000,407000,3469000
974,dt,1,5,100,24,0,1,0,843000,689000,269000,1801000
985,dt,1,5,100,11,0,1,0,793000,1404000,300000,2497000
995,dt,1,5,500,46,0,1,0,1495000,1309000,267000,3071000
1005,dt,1,5,500,4,0,1,0,1294000,1247000,316000,2857000
1015,dt,1,5,500,4,0,1,0,1020000,1394000,294000,2708000
1025,dt,1,5,1000,825,0,1,0,1513000,1427000,249000,3189000
1035,dt,1,5,1000,842,842,0,0,21916000,2753000,390000,25059000
1049,dt,1,5,1000,545,0,1,0,1333000,1046000,260000,2639000
1063,dt,1,5,5000,4200,0,1,0,5748000,2467000,386000,8601000
1077,dt,1,5,5000,5000,5000,0,0,86590000,2979000,132000,89701000
1091,dt,1,5,10000,5,0,1,0,13295000,6380000,253000,19928000
1105,dt,1,5,10000,752,0,1,0,9490000,4728000,275000,14493000
1118,dt,1,20,100,4,0,1,0,758000,461000,302000,1521000
1131,dt,1,20,100,4,0,1,0,599000,504000,171000,1274000
1144,dt,1,20,500,15,0,1,0,1119000,5548000,237000,6904000
1156,dt,1,20,500,3,0,1,0,1068000,613000,218000,1899000
1168,dt,1,20,500,246,0,1,0,1007000,489000,145000,1641000
1180,dt,1,20,1000,665,0,1,0,1556000,786000,171000,2513000
1192,dt,1,20,1000,1,0,1,0,1377000,819000,142000,2338000
1203,dt,1,20,5000,303,303,0,0,28177000,23145000,744000,52066000
1214,dt,1,20,5000,350,0,1,0,4675000,3869000,193000,8737000
1225,dt,1,20,5000,4,0,1,0,7057000,3336000,163000,10556000
1236,dt,1,20,10000,2469,2469,0,0,338501000,29178000,878000,368557000
1247,dt,1,20,10000,8,8,0,0,56228000,104658000,560000,161446000
1258,dt,1,20,10000,956,0,1,0,9819000,4628000,164000,14611000
1269,dt,5,5,100,2,2,0,0,2682000,836000,237000,3755000
1280,dt,5,5,100,1,1,0,0,1725000,1052000,208000,2985000
1291,dt,5,5,500,17,17,0,0,4793000,2412000,175000,7380000
1302,dt,5,5,500,1,1,0,0,2665000,770000,102000,3537000
1313,dt,5,5,500,1,1,0,0,4711000,1509000,184000,6404000
1324,dt,5,5,1000,4,4,0,0,9411000,2027000,195000,11633000
1335,dt,5,5,1000,1,1,0,0,24330000,6012000,419000,30761000
1346,dt,5,5,1000,4,4,0,0,9648000,9255000,195000,19098000
1357,dt,5,5,5000,34,34,0,0,44744000,8535000,193000,53472000
1368,dt,5,5,5000,45,45,0,0,106000,13000,10000,129000
1379,dt,5,5,5000,5,5,0,0,90939000,17814000,369000,109122000
1390,dt,5,5,10000,2,2,0,0,372861000,35007000,380000,408248000
1401,dt,5,5,10000,3,3,0,0,177687000,33860000,377000,211924000
1412,dt,5,20,100,1,1,0,0,8852000,2938000,704000,12494000
1423,dt,5,20,100,5,5,0,0,12685000,12806000,973000,26464000
1434,dt,5,20,100,2,2,0,0,5940000,2080000,743000,8763000
1445,dt,5,20,500,1,1,0,0,20289000,4965000,659000,25913000
1456,dt,5,20,500,3,3,0,0,20667000,4988000,699000,26354000
1467,dt,5,20,500,1,1,0,0,24938000,6072000,854000,31864000
1478,dt,5,20,1000,2,2,0,0,27944000,21649000,637000,50230000
1489,dt,5,20,1000,14,14,0,0,38092000,20065000,685000,58842000
1500,dt,5,20,5000,126,126,0,0,274537000,160577000,1096000,436210000
1511,dt,5,20,5000,60,60,0,0,46133000,21515000,191000,67839000
1522,dt,5,20,5000,55,55,0,0,44532000,28464000,174000,73170000
1533,dt,5,20,10000,1,1,0,0,1306756000,78286000,768000,1385810000
1545,dt,5,20,10000,257,257,0,0,356590000,82517000,787000,439894000
1556,dt,5,20,10000,1,1,0,0,720114000,66349000,612000,787075000
1568,dt,2,5,1000,3,3,0,0,25000,3000,3000,31000
1579,dt,2,5,1000,4,4,0,0,16000,3000,2000,21000
1590,dt,3,5,1000,435,435,0,0,149000,7000,2000,158000
1601,dt,3,5,1000,2,2,0,0,7174000,1641000,204000,9019000
1612,dt,3,5,1000,12,0,1,0,2861000,11167000,139000,14167000
1623,dt,4,5,1000,33,33,0,0,352000,29000,10000,391000
1634,dt,4,5,1000,6,6,0,0,3693000,8167000,82000,11942000
1645,dt,4,5,1000,53,53,0,0,95000,5000,3000,103000
1656,dt,2,20,1000,425,0,1,0,2193000,1471000,144000,3808000
1667,dt,2,20,1000,74,0,1,0,2208000,856000,118000,3182000
1678,dt,2,20,1000,235,0,1,0,2165000,871000,111000,3147000
1689,dt,3,20,1000,130,130,0,0,16379000,2973000,415000,19767000
1700,dt,3,20,1000,1,1,0,0,9147000,3052000,314000,12513000
1711,dt,4,20,1000,3,3,0,0,44597000,38002000,905000,83504000
1722,dt,4,20,1000,39,39,0,0,11468000,3856000,322000,15646000
1733,dt,4,20,1000,36,36,0,0,11463000,8483000,284000,20230000
1744,dt,1,1,1000,4,0,1,0,1846000,763000,117000,2726000
1755,dt,1,1,1000,4,0,1,0,1715000,819000,114000,2648000
1766,dt,1,1,1000,349,0,1,0,1697000,625000,100000,2422000
1777,dt,1,10,1000,160,160,0,0,6520000,2289000,401000,9210000
1788,dt,1,10,1000,1,1,0,0,1307000,1589000,103000,2999000
1799,dt,1,10,1000,3,0,1,0,1701000,775000,113000,2589000
1810,dt,1,15,1000,19,19,0,0,2968000,1632000,176000,4776000
1821,dt,1,15,1000,299,0,1,0,1407000,636000,96000,2139000
1832,dt,5,1,1000,4,4,0,0,18000,3000,2000,23000
1843,dt,5,1,1000,1,1,0,0,4868000,1116000,76000,6060000
1854,dt,5,1,1000,1,1,0,0,4962000,1014000,78000,6054000
1865,dt,5,10,1000,2,2,0,0,23811000,11534000,443000,35788000
1876,dt,5,10,1000,1,1,0,0,19212000,18198000,332000,37742000
1887,dt,5,10,1000,177,177,0,0,413000,15000,3000,431000
1898,dt,5,15,1000,76,76,0,0,47337000,43473000,530000,91340000
1909,dt,5,15,1000,1,1,0,0,28456000,22998000,482000,51936000
443,cplex,5,5,10000,3,0,1,0,730041000,980309000,129000,1710479000
964,dt,1,5,100,28,0,1,0,969000,1069000,384000,2422000
975,dt,1,5,100,2,0,1,0,941000,722000,384000,2047000
986,dt,1,5,100,5,0,1,0,833000,2676000,306000,3815000
996,dt,1,5,500,100,0,1,0,1437000,1237000,268000,2942000
1006,dt,1,5,500,4,0,1,0,1254000,1269000,334000,2857000
1016,dt,1,5,500,66,0,1,0,1066000,1094000,230000,2390000
1026,dt,1,5,1000,104,104,0,0,5608000,2093000,285000,7986000
1036,dt,1,5,1000,86,86,0,0,18153000,1824000,307000,20284000
1050,dt,1,5,5000,65,0,1,0,5116000,30307000,234000,35657000
1064,dt,1,5,5000,1732,1732,0,0,83242000,6413000,438000,90093000
1078,dt,1,5,5000,2971,0,1,0,5831000,2437000,207000,8475000
1092,dt,1,5,10000,314,0,1,0,11616000,4888000,221000,16725000
1106,dt,1,5,10000,2,0,1,0,13476000,6265000,305000,20046000
1119,dt,1,20,100,13,1,0.923077,0,668000,437000,198000,1303000
1132,dt,1,20,100,49,0,1,0,747000,291000,205000,1243000
1145,dt,1,20,500,4,0,1,0,1185000,547000,203000,1935000
1157,dt,1,20,500,22,0,1,0,1044000,455000,198000,1697000
1169,dt,1,20,500,221,0,1,0,744000,492000,151000,1387000
1181,dt,1,20,1000,98,0,1,0,1632000,725000,145000,2502000
1193,dt,1,20,1000,1,0,1,0,1733000,868000,197000,2798000
1204,dt,1,20,5000,102,0,1,0,4912000,3485000,169000,8566000
1215,dt,1,20,5000,2965,0,1,0,237042000,3781000,202000,241025000
1226,dt,1,20,5000,195,0,1,0,5462000,3373000,136000,8971000
1237,dt,1,20,10000,912,0,1,0,9694000,4909000,149000,14752000
1248,dt,1,20,10000,1655,0,1,0,11586000,15949000,141000,27676000
1259,dt,1,20,10000,658,0,1,0,10361000,6890000,139000,17390000
1270,dt,5,5,100,2,2,0,0,2908000,758000,205000,3871000
1281,dt,5,5,100,3,3,0,0,1077000,297000,92000,1466000
1292,dt,5,5,500,1,1,0,0,9830000,2425000,358000,12613000
1303,dt,5,5,500,14,14,0,0,10390000,2369000,313000,13072000
1314,dt,5,5,500,1,1,0,0,40000,24000,16000,80000
1325,dt,5,5,1000,7,7,0,0,4639000,1113000,97000,5849000
1336,dt,5,5,1000,8,8,0,0,9695000,10852000,175000,20722000
1347,dt,5,5,1000,1,1,0,0,13968000,3054000,253000,17275000
1358,dt,5,5,5000,1,1,0,0,45451000,8808000,190000,54449000
1369,dt,5,5,5000,7,7,0,0,30000,11000,10000,51000
1380,dt,5,5,10000,1,1,0,0,45457000,8471000,102000,54030000
1391,dt,5,5,10000,162,0,1,0,41761000,21711000,182000,63654000
1402,dt,5,5,10000,7,7,0,0,90131000,16916000,185000,107232000
1413,dt,5,20,100,1,1,0,0,11628000,3778000,962000,16368000
1424,dt,5,20,100,3,3,0,0,15452000,4805000,1158000,21415000
1435,dt,5,20,100,4,4,0,0,7035000,1740000,712000,9487000
1446,dt,5,20,500,1,1,0,0,33205000,26936000,1134000,61275000
1457,dt,5,20,500,1,1,0,0,42624000,10493000,1489000,54606000
1468,dt,5,20,500,33,33,0,0,15186000,3926000,493000,19605000
1479,dt,5,20,1000,80,80,0,0,23510000,21837000,433000,45780000
1490,dt,5,20,1000,2,2,0,0,9611000,2252000,224000,12087000
1501,dt,5,20,5000,1,1,0,0,599433000,166817000,1336000,767586000
1512,dt,5,20,5000,4,4,0,0,60270000,8676000,212000,69158000
1523,dt,5,20,5000,1,2,0,1,250735000,54428000,1128000,306291000
1534,dt,5,20,10000,190,190,0,0,517839000,113033000,907000,631779000
1546,dt,5,20,10000,141,141,0,0,45471000,9228000,94000,54793000
1557,dt,5,20,10000,1,1,0,0,112918000,17391000,173000,130482000
1569,dt,2,5,1000,412,412,0,0,4268000,1627000,200000,6095000
1580,dt,2,5,1000,310,0,1,0,2120000,1031000,127000,3278000
1591,dt,3,5,1000,6,0,1,0,2997000,1832000,132000,4961000
1602,dt,3,5,1000,12,12,0,0,3077000,1732000,135000,4944000
1613,dt,3,5,1000,17,0,1,0,2882000,1249000,133000,4264000
1624,dt,4,5,1000,392,392,0,0,1649000,86000,13000,1748000
1635,dt,4,5,1000,41,41,0,0,7923000,12987000,168000,21078000
1646,dt,4,5,1000,88,88,0,0,3770000,1355000,82000,5207000
1657,dt,2,20,1000,170,170,0,0,4258000,1831000,213000,6302000
1668,dt,2,20,1000,104,104,0,0,2277000,1800000,118000,4195000
1679,dt,2,20,1000,7,0,1,0,2077000,1169000,113000,3359000
1690,dt,3,20,1000,146,0,1,0,2805000,1269000,125000,4199000
1701,dt,3,20,1000,1,1,0,0,5976000,2118000,212000,8306000
1712,dt,4,20,1000,11,0,1,0,3634000,2186000,128000,5948000
1723,dt,4,20,1000,2,2,0,0,12000,2000,2000,16000
1734,dt,4,20,1000,188,188,0,0,12122000,16555000,249000,28926000
1745,dt,1,1,1000,797,0,1,0,1357000,605000,97000,2059000
1756,dt,1,1,1000,134,0,1,0,1400000,780000,100000,2280000
1767,dt,1,1,1000,893,0,1,0,1261000,647000,121000,2029000
1778,dt,1,10,1000,170,0,1,0,1255000,595000,98000,1948000
1789,dt,1,10,1000,318,0,1,0,1566000,632000,100000,2298000
1800,dt,1,15,1000,97,0,1,0,1481000,1329000,117000,2927000
1811,dt,1,15,1000,93,0,1,0,1582000,635000,98000,2315000
1822,dt,1,15,1000,6,0,1,0,1705000,884000,138000,2727000
1833,dt,5,1,1000,4,4,0,0,4284000,1081000,76000,5441000
1844,dt,5,1,1000,1,1,0,0,4594000,1032000,100000,5726000
1855,dt,5,1,1000,1,1,0,0,9000,10000,3000,22000
1866,dt,5,10,1000,1,1,0,0,19362000,16411000,347000,36120000
1877,dt,5,10,1000,11,0,1,0,4520000,2200000,159000,6879000
1888,dt,5,10,1000,62,62,0,0,4769000,12697000,79000,17545000
1899,dt,5,15,1000,8,8,0,0,204483000,13613000,319000,218415000
1910,dt,5,15,1000,1,1,0,0,42934000,33996000,713000,77643000
445,cplex,5,5,10000,155,0,1,0,594922000,220691000,138000,815751000
965,dt,1,5,100,12,0,1,0,1438000,923000,416000,2777000
976,dt,1,5,100,50,50,0,0,2946000,1472000,457000,4875000
987,dt,1,5,100,100,100,0,0,3795000,2187000,1317000,7299000
997,dt,1,5,500,3,0,1,0,1410000,1706000,364000,3480000
1007,dt,1,5,500,250,250,0,0,2850000,1235000,248000,4333000
1017,dt,1,5,500,1,0,1,0,968000,1247000,353000,2568000
1027,dt,1,5,1000,480,0,1,0,1429000,1454000,300000,3183000
1037,dt,1,5,1000,39,0,1,0,1324000,1243000,269000,2836000
1051,dt,1,5,5000,2159,0,1,0,5646000,3216000,265000,9127000
1065,dt,1,5,5000,3329,0,1,0,4879000,2267000,202000,7348000
1079,dt,1,5,5000,6,0,1,0,77015000,3797000,361000,81173000
1093,dt,1,5,10000,3347,0,1,0,9745000,4788000,210000,14743000
1107,dt,1,5,10000,3468,0,1,0,11878000,4827000,198000,16903000
1120,dt,1,20,100,27,0,1,0,509000,323000,180000,1012000
1133,dt,1,20,100,63,63,0,0,1633000,1010000,279000,2922000
1146,dt,1,20,500,26,0,1,0,1110000,670000,170000,1950000
1158,dt,1,20,500,275,0,1,0,1058000,651000,171000,1880000
1170,dt,1,20,1000,85,0,1,0,1503000,859000,150000,2512000
1182,dt,1,20,1000,32,0,1,0,1467000,832000,153000,2452000
1194,dt,1,20,1000,148,148,0,0,3931000,1877000,408000,6216000
1205,dt,1,20,5000,88,0,1,0,4831000,4463000,183000,9477000
1216,dt,1,20,5000,2,0,1,0,6528000,3260000,167000,9955000
1227,dt,1,20,5000,132,132,0,0,15369000,262782000,411000,278562000
1238,dt,1,20,10000,608,0,1,0,10747000,6605000,149000,17501000
1249,dt,1,20,10000,212,0,1,0,10552000,6841000,138000,17531000
1260,dt,5,5,100,2,2,0,0,18000,7000,8000,33000
1271,dt,5,5,100,1,1,0,0,2449000,1122000,222000,3793000
1282,dt,5,5,100,2,2,0,0,16000,7000,8000,31000
1293,dt,5,5,500,1,1,0,0,5068000,1320000,163000,6551000
1304,dt,5,5,500,6,6,0,0,45000,8000,7000,60000
1315,dt,5,5,500,24,24,0,0,7342000,1971000,271000,9584000
1326,dt,5,5,1000,1,1,0,0,9236000,2026000,173000,11435000
1337,dt,5,5,1000,1,1,0,0,17000,15000,10000,42000
1348,dt,5,5,1000,4,4,0,0,4832000,14954000,113000,19899000
1359,dt,5,5,5000,1,1,0,0,91892000,18043000,373000,110308000
1370,dt,5,5,5000,464,464,0,0,43149000,9731000,209000,53089000
1381,dt,5,5,10000,1,1,0,0,90225000,17790000,217000,108232000
1392,dt,5,5,10000,377,377,0,0,292196000,280755000,295000,573246000
1403,dt,5,5,10000,1,1,0,0,45088000,245136000,93000,290317000
1414,dt,5,20,100,1,1,0,0,12010000,4163000,1011000,17184000
1425,dt,5,20,100,1,1,0,0,13864000,4272000,1097000,19233000
1436,dt,5,20,100,1,1,0,0,779000,370000,78000,1227000
1447,dt,5,20,500,8,8,0,0,12313000,3230000,407000,15950000
1458,dt,5,20,500,1,1,0,0,34665000,8686000,1186000,44537000
1469,dt,5,20,500,2,2,0,0,2590000,609000,82000,3281000
1480,dt,5,20,1000,1,1,0,0,281290000,26279000,502000,308071000
1491,dt,5,20,1000,2,2,0,0,14046000,10149000,264000,24459000
1502,dt,5,20,5000,4,4,0,0,89014000,16781000,362000,106157000
1513,dt,5,20,5000,199,199,0,0,431716000,82805000,1146000,515667000
1524,dt,5,20,5000,3,3,0,0,164156000,27276000,528000,191960000
1535,dt,5,20,10000,3,3,0,0,495797000,126311000,1075000,623183000
1547,dt,5,20,10000,16,0,1,0,41676000,22018000,169000,63863000
1559,dt,5,20,10000,1,1,0,0,1134631000,93534000,817000,1228982000
1570,dt,2,5,1000,188,188,0,0,2526000,1038000,127000,3691000
1581,dt,2,5,1000,117,0,1,0,2360000,1096000,144000,3600000
1592,dt,3,5,1000,486,0,1,0,2842000,1694000,128000,4664000
1603,dt,3,5,1000,322,322,0,0,913000,35000,3000,951000
1614,dt,3,5,1000,3,3,0,0,2964000,848000,84000,3896000
1625,dt,4,5,1000,3,3,0,0,7545000,1738000,163000,9446000
1636,dt,4,5,1000,1,1,0,0,3704000,2989000,88000,6781000
1647,dt,4,5,1000,1,1,0,0,4093000,1131000,127000,5351000
1658,dt,2,20,1000,2,2,0,0,3535000,1208000,195000,4938000
1669,dt,2,20,1000,2,2,0,0,2419000,1506000,129000,4054000
1680,dt,3,20,1000,1,1,0,0,3415000,1796000,132000,5343000
1691,dt,3,20,1000,2,2,0,0,6231000,2151000,217000,8599000
1702,dt,3,20,1000,41,41,0,0,7072000,1680000,196000,8948000
1713,dt,4,20,1000,22,22,0,0,19500000,4400000,408000,24308000
